Name,Owner,Modulo,Tipo
TRAMO,PROD_DGCP,REVISION CARTERA,TABLA
TRAMO_DESEMBOLSO,PROD_DGCP,REVISION CARTERA,TABLA
CC_ACUERDO_PAGO,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_ACUERDO_PAGO_CRED,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_ACUERDO_PAGO_DET,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_ACUERDO_PAGO_REEMB,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_ACUERDO_REEMBOLSO,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_ACUERDO_TABLA,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_ACUERDO_TABLA_TASA,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_ASIGNA_DEDUC_TESORO,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_ASIGNACION_SIAD,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_CAL_APLICA,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_CAL_COMDEV,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_CAL_COMISION,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_CAL_DEPOSITO,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_CAL_DEVENGADO,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_CAL_INTERES,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_CAL_MORA,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_CAL_PAGO,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_CAL_PRINCIPAL,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_CALCULA_COMIGEST,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_CALENDARIO_COMIGEST,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_CALENDARIO_CXC,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_CALENDARIO_RECUPERO,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_CALENDARIO_TOTAL,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_CANCELA_SALDO,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_CG_COMUNICA,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_CG_CUOTAS,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_COND_FIN_COMIGEST,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_COND_FINAN,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_COND_FINAN_TASA,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_CONTROL_CIERRE,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_CTAS_BANCO,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_FIDEICOMISO,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_FIDEICOMISO_COMUN_CONT,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_FIDEICOMISO_NOTAS,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_FIDEICOMISO_NUMCOM,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_FIDEICOMISO_PART,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_FIDEICOMISO_PART_CONT,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_FIDEICOMISO_PATRIMONIO,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_FIDEICOMISO_TEXTCOM,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_HIST_ADEUDADO,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_HIST_CARFIN_DEVENGADO,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_HIST_CRONO_VENCIDO,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_HIST_PROYECTADO,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_HIST_PUBLICACION,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_MAESTRO_CTAS_BCO_CTR,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_MOV_CTAS,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_MOV_CTAS_TRASP,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_MOV_CUENTAS_BN,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_MOV_CUENTAS_BN_TXT,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_REGULARIZA_ASIG,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_SALDO_CTAS,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_SALDOS_CUENTAS_BN,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_SALDOS_CUENTAS_BN_TXT,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_SALDOS_OBLIG,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_SALDOS_OBLIG_OTROS,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_T_CRON_CONSOL,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_TASA_INTERES,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_TEMP_ADEUDADO,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_TEMP_CALCULA_DEVENGADO,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_TEMP_REP,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_TEMP_REPCTENOCTE,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_TEMP_REPORTES_GLGR,PROD_DGCP,CUENTAS X COBRAR,TABLA
CC_TMP_DIST_ABONO,PROD_DGCP,CUENTAS X COBRAR,TABLA
CREDITOS,PROD_DGCP,CUENTAS X COBRAR,TABLA
HIST_CC_SALDOS_OBLIG,PROD_DGCP,CUENTAS X COBRAR,TABLA
TRAMO,PROD_DGCP,CUENTAS X COBRAR,TABLA
TRAMO_DESEMBOLSO,PROD_DGCP,CUENTAS X COBRAR,TABLA
DETALLE_TABLA,PROD_DGCP,TABLAS BASICAS,TABLA
ENTIDAD_COD_IDENT_INT,PROD_DGCP,TABLAS BASICAS,TABLA
ENTIDAD_CONTACTOS,PROD_DGCP,TABLAS BASICAS,TABLA
ENTIDAD_DATOS,PROD_DGCP,TABLAS BASICAS,TABLA
ENTIDAD_DOC_ID,PROD_DGCP,TABLAS BASICAS,TABLA
ENTIDAD_ROL,PROD_DGCP,TABLAS BASICAS,TABLA
ENTIDAD_SIAF_SIAD,PROD_DGCP,TABLAS BASICAS,TABLA
ENTIDAD_TIPO_EMPRESA,PROD_DGCP,TABLAS BASICAS,TABLA
ENTIDADES,PROD_DGCP,TABLAS BASICAS,TABLA
FECHA_FERIADOS_EXT,PROD_DGCP,TABLAS BASICAS,TABLA
FUENTE_FINANCIAMIENTO,PROD_DGCP,TABLAS BASICAS,TABLA
GRUPO_FINANCIERO,PROD_DGCP,TABLAS BASICAS,TABLA
MAESTRO_TABLA,PROD_DGCP,TABLAS BASICAS,TABLA
MONEDA,PROD_DGCP,TABLAS BASICAS,TABLA
MONEDA_PAIS,PROD_DGCP,TABLAS BASICAS,TABLA
PAIS,PROD_DGCP,TABLAS BASICAS,TABLA
TIPO_CAMBIO,PROD_DGCP,TABLAS BASICAS,TABLA
TIPO_CAMBIO_CIERRE,PROD_DGCP,TABLAS BASICAS,TABLA
TIPO_DEUDA,PROD_DGCP,TABLAS BASICAS,TABLA
TIPO_EMPRESA,PROD_DGCP,TABLAS BASICAS,TABLA
TIPO_INTERES,PROD_DGCP,TABLAS BASICAS,TABLA
TIPO_ROL,PROD_DGCP,TABLAS BASICAS,TABLA
TMP_TIPO_CAMBIO_SBS,PROD_DGCP,TABLAS BASICAS,TABLA
BENEFICIARIO,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
BENEFICIARIO_TRAMO,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
BENEFICIARIO_TRAMO_EJECUTORA,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
BONOS_DENOMINACION,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
CALENDARIO_AMORTIZACION,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
CB_SALDO_INICIAL_INV,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
CB_SALDO_MENSUAL_INV,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
CREDITOS,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
DESEMBOLSO,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
ENTIDADES,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
FECHA_CALENDARIO,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
HIST_ADEUDADO_INV,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
HIST_CRONO_VENCIDO_INV,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
HIST_PROYECTADO_INV,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
LIQUIDACION,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
LIQUIDACION_MO,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
MONEDA,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
PAGOS,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
PARTICIPANTES,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
TEMP_ADEUDADO1_INV,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
TEMP_DIFCAMBIO_INVERSION,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
TEMP_PROYECTADO_INVERSION,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
TRAMO,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
TRAMO_DESEMBOLSO,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,TABLA
CALENDARIO_TOTAL,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,VISTA
V_DIFERENCIA_CAMBIO_INVERSION,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,VISTA
V_INV_CALENDARIO_AMORTIZACION,PROD_DGCP,SUSCRIPCION ACCIONES CONTRIBUCIONES,VISTA
CAJA_PERIODO,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
COMPROMISO_DEVENGADO,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
CREDITOS,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
CUENTA,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
DETALLE_TABLA,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
ENTIDAD_ROL,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
ENTIDADES,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
FUENTE_FINANCIAMIENTO,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
GRUPO_FINANCIERO,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
HIST_MOV_DOC_PAGO_DEUDA,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
LIQUIDACION,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
MONEDA,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
REGLAS_STS,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
RUBRO,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
SD_CTAS_CENTRAL,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
SD_CTAS_FUENTE,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
SD_MSG_SWIFT_BN,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
SIAD_USUARIO_ALERTAS,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
TE_DET_TRANSF_CTAS,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
TE_PLANTILLA_OFICIO,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
TE_TEMP_OP_CONSOLIDADA,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
TE_TEMP_REPORTES_INSTPAGO,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
TE_TEMP_RESUM_MEMO,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
TIPO_RECURSO,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
TRAMO,PROD_DGCP,PAGO SERVICIO DEUDA PUBLICA EXTERNA,TABLA
BENEFICIARIO_TRAMO,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
BENEFICIARIO_TRAMO_EJECUTORA,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
CC_ACUERDO_PAGO,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
CC_ACUERDO_PAGO_CRED,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
CC_CONTROL_CIERRE,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
CREDITOS,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
DESEMBOLSO,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
DETALLE_TABLA,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
ENTIDAD_SIAF_SIAD,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
ENTIDADES,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_ACTA_CONCILIACION,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_ACTA_DETALLE_DESEMBOLSO,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_ACTA_REPRESENTANTE,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_ACTA_SALDO,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_ACTA_SALDO_DETALLE,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_ACTA_SALDO_DOCUMENTO,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_ACTA_SALDO_NOTA,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_ACTA_SALDO_REPRESENTANTE,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_ACTA_SALDO_VERSION,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_CATEGORIA_DOCUMENTO,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_CONCILIACION,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_CONCILIACION_DETALLE,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_CONSTANTES_SISTEMA,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_EI_DETALLE,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_EI_VERSION,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_EJECUCION_INGRESOS,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_EJECUCION_PPTO_INGRESOS,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_EPI_DETALLE,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_EPI_DOCUMENTO,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_EPI_VERSION,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_MENU,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_MENU_PERFIL,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_MENU_USUARIO,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_NRD,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_NRD_DETALLE,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_NRD_DOCUMENTO,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_NRD_EXPEDIENTE,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_NRD_VERSION,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_PERFIL,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_PERIODO_CONCILIACION,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_PERSONA,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_PLANTILLA_CORREO,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_REPRESENTANTE,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_REPRESENTANTE_ENTIDAD,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_SOLICITUD_DESEMBOLSO,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_TIPO_ACTA_CONCILIACION,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_TIPO_ACTA_SALDO,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_TIPO_ACTA_TIPO_SALDO,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_TIPO_DOC_IDENTIDAD,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_TIPO_DOCUMENTO,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_USUARIO,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_USUARIO_ENTIDAD,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MCD_USUARIO_PERFIL,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
MONEDA,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
SECUENCIA,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
TIPO_CAMBIO,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
TRAMO,PROD_DGCP,CONCILIACION SERVICIO DEUDA,TABLA
V_MCD_SALDOS_UE,PROD_DGCP,CONCILIACION SERVICIO DEUDA,VISTA
V_TIPO_CAMBIO_1,PROD_DGCP,CONCILIACION SERVICIO DEUDA,VISTA
APP_CIERRE_ESTADISTICO,PROD_DGCP,CONTRATOS APP,TABLA
APP_COMPO_SUBYACENTE,PROD_DGCP,CONTRATOS APP,TABLA
APP_CONTRATO_REVISION,PROD_DGCP,CONTRATOS APP,TABLA
APP_CONTRATOAPP_BASE_LEGAL,PROD_DGCP,CONTRATOS APP,TABLA
APP_CONTRATOAPP_COFINAN,PROD_DGCP,CONTRATOS APP,TABLA
APP_CONTRATOAPP_SNIP,PROD_DGCP,CONTRATOS APP,TABLA
APP_DET_COMPO_SUBYACENTE,PROD_DGCP,CONTRATOS APP,TABLA
APP_DET_COMPROMISOS_GARANT,PROD_DGCP,CONTRATOS APP,TABLA
APP_DET_INGRESO_RECAUDADO,PROD_DGCP,CONTRATOS APP,TABLA
APP_DETALLE_TABLA,PROD_DGCP,CONTRATOS APP,TABLA
APP_DOC_ACTA,PROD_DGCP,CONTRATOS APP,TABLA
APP_DOC_ACTA_POSTOR,PROD_DGCP,CONTRATOS APP,TABLA
APP_DOC_ADENDA,PROD_DGCP,CONTRATOS APP,TABLA
APP_DOC_DECLARATORIA,PROD_DGCP,CONTRATOS APP,TABLA
APP_DOCUMENTACION,PROD_DGCP,CONTRATOS APP,TABLA
APP_ENTIDAD_CIERRE,PROD_DGCP,CONTRATOS APP,TABLA
APP_ENTIDAD_CIERRE_FECCORTE,PROD_DGCP,CONTRATOS APP,TABLA
APP_ENTIDAD_GEN_INFOESTAD,PROD_DGCP,CONTRATOS APP,TABLA
APP_ENTIDAD_ROL,PROD_DGCP,CONTRATOS APP,TABLA
APP_FIDEICOMISO_CUENTA,PROD_DGCP,CONTRATOS APP,TABLA
APP_FIDEICOMISO_PARTICIP,PROD_DGCP,CONTRATOS APP,TABLA
APP_GARANTIA_COMPROMISOS,PROD_DGCP,CONTRATOS APP,TABLA
APP_HIST_DET_COMPROMISO,PROD_DGCP,CONTRATOS APP,TABLA
APP_HIST_DET_INGRESO,PROD_DGCP,CONTRATOS APP,TABLA
APP_HIST_PUBLICACION,PROD_DGCP,CONTRATOS APP,TABLA
APP_HIST_STOCK,PROD_DGCP,CONTRATOS APP,TABLA
APP_HIST_STOCK_VARIABLES,PROD_DGCP,CONTRATOS APP,TABLA
APP_INGRESO_COMP,PROD_DGCP,CONTRATOS APP,TABLA
APP_INVERSION_CALENDARIO,PROD_DGCP,CONTRATOS APP,TABLA
APP_INVERSION_MOV,PROD_DGCP,CONTRATOS APP,TABLA
APP_LOG_IMPORTACION,PROD_DGCP,CONTRATOS APP,TABLA
APP_MAESTRO_TABLA,PROD_DGCP,CONTRATOS APP,TABLA
APP_PAGO_INGRESO,PROD_DGCP,CONTRATOS APP,TABLA
APP_PLANTILLA_CORREO,PROD_DGCP,CONTRATOS APP,TABLA
APP_PLANTILLA_DOC,PROD_DGCP,CONTRATOS APP,TABLA
APP_PLANTILLA_DOCS,PROD_DGCP,CONTRATOS APP,TABLA
APP_TEMP_COMPROMISOS,PROD_DGCP,CONTRATOS APP,TABLA
APP_TEMP_INGRESOS,PROD_DGCP,CONTRATOS APP,TABLA
APP_TEMP_STOCK_COMPROMISOS,PROD_DGCP,CONTRATOS APP,TABLA
APP_TEMP_TIPO_CAMBIO,PROD_DGCP,CONTRATOS APP,TABLA
APP_TIPO_CAMBIO,PROD_DGCP,CONTRATOS APP,TABLA
APP_TIPO_ROL,PROD_DGCP,CONTRATOS APP,TABLA
COMPROMISOS,PROD_DGCP,CONTRATOS APP,TABLA
CONCESION,PROD_DGCP,CONTRATOS APP,TABLA
DET_COMPROMISOS,PROD_DGCP,CONTRATOS APP,TABLA
DET_INGRESO,PROD_DGCP,CONTRATOS APP,TABLA
ENTIDAD_DATOS,PROD_DGCP,CONTRATOS APP,TABLA
ENTIDAD_ROL,PROD_DGCP,CONTRATOS APP,TABLA
ENTIDAD_SIAF_SIAD,PROD_DGCP,CONTRATOS APP,TABLA
ENTIDADES,PROD_DGCP,CONTRATOS APP,TABLA
FIDEICOMISOS,PROD_DGCP,CONTRATOS APP,TABLA
GARANTIA_COND_FIN,PROD_DGCP,CONTRATOS APP,TABLA
GARANTIAS,PROD_DGCP,CONTRATOS APP,TABLA
INGRESO_CONTING,PROD_DGCP,CONTRATOS APP,TABLA
MCAPP_CONSTANTES_SISTEMA,PROD_DGCP,CONTRATOS APP,TABLA
MCAPP_PERSONA,PROD_DGCP,CONTRATOS APP,TABLA
MCAPP_TIPO_DOC_IDENTIDAD,PROD_DGCP,CONTRATOS APP,TABLA
MCAPP_USUARIO,PROD_DGCP,CONTRATOS APP,TABLA
MCAPP_USUARIO_ENTIDAD,PROD_DGCP,CONTRATOS APP,TABLA
MONEDA,PROD_DGCP,CONTRATOS APP,TABLA
PAGO_COMPROMISOS,PROD_DGCP,CONTRATOS APP,TABLA
PAIS,PROD_DGCP,CONTRATOS APP,TABLA
PARTICIP_CONCESION,PROD_DGCP,CONTRATOS APP,TABLA
REPRESENTANTES,PROD_DGCP,CONTRATOS APP,TABLA
V_APP_COMPONENTE_SUBYACENTE,PROD_DGCP,CONTRATOS APP,VISTA
V_APP_COMPROMISOS_DISCOVER,PROD_DGCP,CONTRATOS APP,VISTA
V_APP_DET_COMPROMISOS,PROD_DGCP,CONTRATOS APP,VISTA
V_APP_DET_COMPROMISOS_GARANT,PROD_DGCP,CONTRATOS APP,VISTA
V_APP_STOCK_CONSOLIDADO,PROD_DGCP,CONTRATOS APP,VISTA
V_APP_STOCK_INGRESO_NETO_IMAG,PROD_DGCP,CONTRATOS APP,VISTA
V_CONCESION_GARANTIA,PROD_DGCP,CONTRATOS APP,VISTA
